Date,Open,High,Low,Close,Adj Close,Volume
2024-03-11,319.1499938964844,323.5,316.0,317.3699951171875,317.3699951171875,3292000
2024-03-12,318.6099853515625,333.80999755859375,317.3699951171875,329.2699890136719,329.2699890136719,4156500
2024-03-13,329.7300109863281,334.82501220703125,325.5,332.1700134277344,332.1700134277344,2730900
2024-03-14,333.0,337.7799987792969,325.4750061035156,328.5899963378906,328.5899963378906,2776800
2024-03-15,325.5799865722656,327.3900146484375,315.6000061035156,315.6499938964844,315.6499938964844,4478500
2024-03-18,319.0299987792969,322.3699951171875,315.8999938964844,321.05999755859375,321.05999755859375,2736600
2024-03-19,318.1499938964844,321.4800109863281,310.2200012207031,320.8599853515625,320.8599853515625,2933600
2024-03-20,321.0,328.4700012207031,318.06298828125,326.8699951171875,326.8699951171875,2528800
2024-03-21,325.8900146484375,333.2300109863281,322.04998779296875,329.4599914550781,329.4599914550781,3253400
2024-03-22,327.7300109863281,328.3900146484375,319.54998779296875,327.5799865722656,327.5799865722656,2599700
2024-03-25,326.0,329.25,321.0,324.760009765625,324.760009765625,1695200
2024-03-26,326.0,332.5,323.8599853515625,330.010009765625,330.010009765625,2417700
2024-03-27,333.3399963378906,333.8399963378906,317.55999755859375,322.25,322.25,3175600
2024-03-28,322.4200134277344,327.6499938964844,319.94000244140625,320.5899963378906,320.5899963378906,2253100
2024-04-01,321.0,321.989990234375,313.7200012207031,319.5899963378906,319.5899963378906,1830900
2024-04-02,312.9200134277344,319.7099914550781,310.9599914550781,319.54998779296875,319.54998779296875,2125300
2024-04-03,316.57000732421875,323.54998779296875,314.4800109863281,320.0400085449219,320.0400085449219,2013400
2024-04-04,324.29998779296875,325.989990234375,308.8800048828125,309.19000244140625,309.19000244140625,2667000
2024-04-05,309.7200012207031,317.5,309.3299865722656,315.5,315.5,1768200
2024-04-08,316.17999267578125,316.6400146484375,309.5,313.7300109863281,313.7300109863281,1457300
2024-04-09,314.989990234375,316.0,308.6300048828125,310.7699890136719,310.7699890136719,1864700
2024-04-10,305.989990234375,315.08099365234375,305.3399963378906,312.5299987792969,312.5299987792969,1939000
2024-04-11,313.5400085449219,317.9049987792969,310.135009765625,317.79998779296875,317.79998779296875,1869000
2024-04-12,313.8900146484375,314.8699951171875,307.0,309.04998779296875,309.04998779296875,2170100
2024-04-15,310.0299987792969,312.0,298.3900146484375,299.5,299.5,2571600
2024-04-16,297.54998779296875,301.6499938964844,296.79998779296875,299.1499938964844,299.1499938964844,1828300
2024-04-17,304.0,304.79998779296875,291.7099914550781,293.69000244140625,293.69000244140625,2290300
2024-04-18,293.0,297.5,290.17999267578125,294.1000061035156,294.1000061035156,2100000
2024-04-19,291.95001220703125,292.7300109863281,280.8800048828125,282.6400146484375,282.6400146484375,3110200
2024-04-22,285.739990234375,291.2900085449219,281.3999938964844,289.1499938964844,289.1499938964844,2483400
2024-04-23,292.2099914550781,302.80999755859375,292.1700134277344,299.6499938964844,299.6499938964844,2593000
2024-04-24,303.6000061035156,304.82000732421875,294.739990234375,297.6199951171875,297.6199951171875,1656200
2024-04-25,289.55999755859375,299.8500061035156,287.9100036621094,298.0199890136719,298.0199890136719,2022100
2024-04-26,300.3399963378906,305.7799987792969,298.2699890136719,304.07000732421875,304.07000732421875,2007800
2024-04-29,312.57000732421875,313.8630065917969,302.04998779296875,304.0400085449219,304.0400085449219,1899600
2024-04-30,302.0,303.06500244140625,292.3299865722656,292.5400085449219,292.5400085449219,1930200
2024-05-01,290.44000244140625,302.5,288.54998779296875,295.44000244140625,295.44000244140625,2090800
2024-05-02,303.7550048828125,307.94000244140625,298.0429992675781,303.5400085449219,303.5400085449219,3920500
2024-05-03,304.760009765625,311.54998779296875,300.0,310.2099914550781,310.2099914550781,4080800
2024-05-06,307.3800048828125,317.8999938964844,304.29998779296875,317.80999755859375,317.80999755859375,2903500
2024-05-07,315.7099914550781,321.5150146484375,311.6499938964844,312.54998779296875,312.54998779296875,3199000
2024-05-08,311.8800048828125,319.2300109863281,308.57000732421875,313.760009765625,313.760009765625,2073100
2024-05-09,313.0299987792969,318.25,309.3800048828125,317.94000244140625,317.94000244140625,2158400
2024-05-10,320.0,327.5,318.3900146484375,320.760009765625,320.760009765625,2657400
2024-05-13,325.0,325.0,316.6300048828125,319.17999267578125,319.17999267578125,1894400
2024-05-14,319.19000244140625,330.7900085449219,319.17999267578125,329.54998779296875,329.54998779296875,2948700
2024-05-15,333.2099914550781,344.3699951171875,330.92999267578125,343.1199951171875,343.1199951171875,3143200
2024-05-16,343.0,344.0799865722656,338.8299865722656,339.05999755859375,339.05999755859375,2074700
2024-05-17,340.0,346.2799987792969,338.7099914550781,345.92999267578125,345.92999267578125,2044900
2024-05-20,346.0,349.5899963378906,344.6499938964844,348.75,348.75,2175000
2024-05-21,343.05499267578125,351.6499938964844,340.5199890136719,349.32000732421875,349.32000732421875,2099300
2024-05-22,350.0,352.94000244140625,342.8599853515625,345.4200134277344,345.4200134277344,1907500
2024-05-23,350.0,350.4100036621094,341.2749938964844,342.3500061035156,342.3500061035156,1836000
2024-05-24,342.6700134277344,355.75,340.80999755859375,351.4700012207031,351.4700012207031,2667800
2024-05-28,358.6400146484375,358.8399963378906,343.1099853515625,346.82000732421875,346.82000732421875,3235300
2024-05-29,342.010009765625,353.5400085449219,341.9599914550781,349.5199890136719,349.5199890136719,2638900
2024-05-30,346.1499938964844,346.6300048828125,314.1300048828125,315.9200134277344,315.9200134277344,6159400
2024-05-31,329.760009765625,329.7699890136719,306.5,313.6700134277344,313.6700134277344,5401800
2024-06-03,319.3699951171875,319.4800109863281,305.1099853515625,308.69000244140625,308.69000244140625,4364700
2024-06-04,310.0,312.3800048828125,303.5050048828125,305.5799865722656,305.5799865722656,8475400
2024-06-05,334.6099853515625,342.5899963378906,316.3900146484375,342.17999267578125,342.17999267578125,16035600
2024-06-06,342.92999267578125,349.3399963378906,336.19000244140625,340.489990234375,340.489990234375,4683500
2024-06-07,343.0,349.9200134277344,337.1300048828125,349.1199951171875,349.1199951171875,5096800
2024-06-10,367.1000061035156,384.9800109863281,367.1000061035156,374.57000732421875,374.57000732421875,15610500
2024-06-11,372.8599853515625,385.0,370.1400146484375,384.6300048828125,384.6300048828125,7011700
2024-06-12,390.25,390.7049865722656,378.8699951171875,387.3699951171875,387.3699951171875,5827800
2024-06-13,387.8500061035156,389.8900146484375,380.94000244140625,382.80999755859375,382.80999755859375,3969500
2024-06-14,382.0,388.3450012207031,381.1499938964844,385.43499755859375,385.43499755859375,3415000
2024-06-17,382.75,394.6400146484375,376.54998779296875,390.42999267578125,390.42999267578125,4853100
2024-06-18,390.0,393.2900085449219,386.6600036621094,389.510009765625,389.510009765625,4092800
2024-06-20,390.260009765625,393.25,379.20001220703125,382.1400146484375,382.1400146484375,5848000
2024-06-21,380.6300048828125,381.0,370.70001220703125,380.6300048828125,380.6300048828125,54077400
2024-06-24,375.1000061035156,381.760009765625,374.0,377.92999267578125,377.92999267578125,5400900
2024-06-25,379.75,387.80999755859375,379.5450134277344,386.760009765625,386.760009765625,3203100
2024-06-26,385.5899963378906,387.510009765625,379.75,380.3699951171875,380.3699951171875,2952100
2024-06-27,381.0,391.5400085449219,379.94000244140625,387.2900085449219,387.2900085449219,3666300
2024-06-28,389.3299865722656,393.2900085449219,381.7820129394531,383.19000244140625,383.19000244140625,8480500
2024-07-01,385.2799987792969,392.739990234375,377.9200134277344,392.1499938964844,392.1499938964844,2880200
2024-07-02,382.2699890136719,387.1650085449219,381.4700012207031,385.04998779296875,385.04998779296875,3242700
2024-07-03,384.25,390.0799865722656,382.38299560546875,387.17999267578125,387.17999267578125,1456800
2024-07-05,387.8699951171875,391.4649963378906,385.30999755859375,389.67999267578125,389.67999267578125,1909000
2024-07-08,390.3680114746094,397.1199951171875,379.7900085449219,390.7099914550781,390.7099914550781,2976500
2024-07-09,392.510009765625,398.3269958496094,383.20001220703125,385.8800048828125,385.8800048828125,2967600
2024-07-10,385.0,385.0199890136719,365.5899963378906,374.45001220703125,374.45001220703125,5826700
2024-07-11,375.69000244140625,379.7799987792969,367.5,370.42999267578125,370.42999267578125,3125500
2024-07-12,368.20001220703125,374.489990234375,367.7550048828125,371.32000732421875,371.32000732421875,2608200
2024-07-15,371.6700134277344,383.57000732421875,364.2099914550781,377.3699951171875,377.3699951171875,3522400
2024-07-16,378.239990234375,379.3349914550781,368.5,369.04998779296875,369.04998779296875,2606300
2024-07-17,360.0,363.59698486328125,350.7200012207031,354.94000244140625,354.94000244140625,3498700
2024-07-18,351.739990234375,352.20001220703125,336.3399963378906,343.04998779296875,343.04998779296875,4552800
